SATIS_NO;LEAD_ID;MUSTERI_ID;BAYI_KODU;ARAC_KODU;DANISMAN_ID;SATIS_TARIHI;TESLIMAT_TARIHI;NET_FIYAT;ODEME_TIPI;TAKAS_DEGERI;SASE_NO
S001984;L0010719;C004213;D009;V030;A0092;22.05.2026;31.05.2026;11635000;financing;;WBAA8NRWZ2B1TT6DD
S000298;L0001681;C005931;D006;V019;A0063;10.03.2025;12.04.2025;4308000;bank_transfer;1060000;WBAM29AVUKRTEGXZT
S000599;L0003138;C005489;D005;V024;A0051;28.04.2026;13.05.2026;2587000;financing;;WBAS0S9DPVEMFL7CA
S001806;L0009644;C000653;D002;V033;A0021;09.12.2024;03.01.2025;5116000;financing;1700000;WBA62US3NYZ0VBHWG
S000752;L0003975;C005204;D008;V018;A0084;18.11.2025;25.11.2025;4418000;cash;1890000;WBA16BSZRPDNPCK03
S000100;L0000571;C002565;D007;V034;A0074;27.08.2026;08.09.2026;5844000;financing;;WBA1AHRP110CMGFMU
S001129;L0005921;C000464;D007;V027;A0074;12.10.2024;20.11.2024;3645000;financing;;WBA5SBZFGUJ7UZRSS
S001812;L9276638;C001257;D003;V010;A0034;18.12.2024;05.01.2025;4473000;cash;800000;WBAU2C4R7M0AXZF6N
S000867;L0004537;C000332;D009;V019;A0092;16.04.2026;19.05.2026;4305000;bank_transfer;;WBABC4YRRXJNRBM21
S000737;L0003924;C004004;D003;V026;A0032;28.02.2025;20.03.2025;2732000;financing;890000;WBAL4KM3LJUMT48XZ
S002233;L0012069;C004323;D010;V008;A0104;02.02.2026;20.02.2026;4027000;cash;;WBAA1H1F3RST1HY6W
S001551;L0008386;C001887;D010;V002;A0102;21.07.2025;08.08.2025;3819000;financing;;WBABPJVEKXCWX0FZW
S002252;L0012173;C000555;D002;V033;A0023;12.02.2026;25.02.2026;5162000;cash;;WBA03SHV836NG3H0M
S000530;L0002843;C003241;D005;V025;A0054;29.09.2025;17.10.2025;2865000;cash;;WBA0PBJEBB4ZGAM2H
S002671;L0014515;C002429;D009;V034;A0091;05.10.2024;14.11.2024;5903000;bank_transfer;;WBA2C1DU1X42ZPC7S
S000643;L0003456;C005461;D006;V009;A0062;09.03.2026;19.04.2026;4552000;cash;2230000;WBAHCBE1WB09J9L5M
S001488;L0008075;C003361;D003;V024;A0033;25.06.2025;07.07.2025;2458000;financing;;WBA921G1SKU0VC73S
S000637;L0003399;C002519;D007;V001;A0073;29.06.2026;06.08.2026;3293000;bank_transfer;;WBAHKKNSXK3VHW4AA
S002723;L0014883;C002762;D007;V012;A0072;06.04.2026;27.04.2026;7006000;financing;;WBAZ9R7X862WR1JXN
S000186;L0001042;C003378;D004;V012;A0041;05.01.2026;06.02.2026;6739000;bank_transfer;2560000;WBANKDH3SG7UVS64Y
S002500;L0013515;C004775;D001;V035;A0014;02.04.2026;16.05.2026;7085000;financing;;WBAX7LEJBEX1A6NMF
S001026;L0005436;C005205;D008;V018;A0081;19.05.2025;31.05.2025;4596000;financing;;WBAM6DT4RKBC3P15W
S000938;L0004921;C004173;D004;V020;A0042;13.10.2023;18.12.2024;6279000;financing;;WBASV4D03JDLSG2HB
S001212;L0006435;C000213;D004;V016;A0042;29.12.2025;06.02.2026;5024000;cash;1430000;WBA4PKEH0A2YC5N12
S002443;L0013216;C005848;D009;V008;A0094;16.01.2026;23.02.2026;3975000;cash;;WBAKN511PCNM82270
S000932;L0004863;C004239;D010;V008;A0102;08.04.2026;04.05.2026;3971000;financing;;WBAC4E4U033KW7ND9
S002580;L0013959;C003941;D003;V020;A0032;12.07.2025;17.08.2025;5983000;financing;;WBASMA6DU37W52TLB
S002184;L0011844;C002515;D006;V029;A0062;13.01.2026;11.02.2026;3100000;financing;;WBAGKZ37EGD2E1418
S002113;L0011432;C003506;D001;V019;A0012;02.02.2026;17.03.2026;4358000;cash;850000;WBAM4EDURGYT9J3RY
S002179;L0011826;C001862;D007;V019;A0073;27.10.2025;08.12.2025;4162000;financing;1050000;WBA5BE8BM6GCPA24R
S000512;L0002738;C002638;D001;V033;A0011;28.01.2025;28.02.2025;5226000;financing;;WBA1AJ06MYCRYCY2X
S001207;L0006394;C001250;D003;V008;A0033;22.04.2026;04.06.2026;4004000;financing;;WBAB694UP05DDRSPH
S001262;L0006706;C003862;D007;V008;A0071;07.05.2025;12.06.2025;3951000;cash;;WBAVHTNHC6D6TXAWC
S001398;L0007577;C003811;D003;V003;A0032;03.03.2026;23.03.2026;4373000;financing;750000;WBAXJRTPAVB4A7FT4
S001711;L0009249;C004106;D007;V034;A0071;25.06.2026;22.07.2026;5735000;cash;;WBA3J1KKLCU0LRJ9D
S002404;L0013036;C000068;D007;V009;A0073;22.07.2025;17.08.2025;4614000;cash;2230000;WBA39X3PFXPWC1J5T
S000608;L0003210;C003585;D005;V032;A0052;02.06.2025;09.07.2025;5837000;cash;;WBACLYNVYLPVR1V3K
S001162;L0006090;C001186;D004;V022;A0041;17.06.2026;09.07.2026;9360000;financing;4100000;WBA4RE6G90Z409TRD
S001291;L0006933;C005584;D007;V001;A0073;23.07.2026;26.07.2026;3288000;financing;;WBARAHU3AY6673CA2
S000562;L0002969;C002115;D001;V029;A0014;20.11.2024;03.12.2024;3225000;financing;1610000;WBAL4TKURFYLF6JRF
S000152;L0000850;C003169;D002;V010;A0023;27.06.2026;10.07.2026;4334000;financing;;WBAGVEHFP38N5YJR7
S002707;L0014772;C005775;D004;V019;A0042;10.07.2026;23.07.2026;4169000;cash;2030000;WBAFW9VKLS1AW145F
S001915;L0010304;C001029;D003;V027;A0031;11.06.2026;12.07.2026;3500000;financing;;WBA4RCNU8708P5YJM
S000382;L9970985;C005395;D003;V005;A0032;30.05.2025;10.07.2025;6692000;financing;;WBA6K8PXVK95H47RB
S001367;L0007379;C002484;D010;V024;A0104;20.08.2025;28.08.2025;2420000;cash;610000;WBAWE7KX0ATE0JMFD
S000732;L0003900;C003534;D004;V028;A0044;08.07.2026;31.07.2026;3809000;financing;;WBAEMFALFJM0GXE6A
S001755;L0009417;C003267;D009;V005;A0093;11.03.2026;10.04.2026;6575000;bank_transfer;1680000;WBAP0NKCC6BMKJTL1
S001603;L0008753;C003112;D009;V033;A0092;25.02.2026;01.04.2026;5143000;financing;;WBAKGK9DL91WNTPPD
S002519;L0013632;C005535;D005;V024;A0052;24.11.2025;13.12.2025;2650000;cash;;WBANR4W2VWWMYAH8M
S000024;L0000123;C001797;D007;V006;A0074;01.10.2025;14.11.2025;7156000;cash;2180000;WBAML4UPJPY26E2KZ
S001423;L0007715;C002115;D003;V028;A0034;03.07.2026;20.07.2026;3904000;bank_transfer;;WBAC4188J46NES3N8
S002260;L0012217;C003567;D007;V025;A0073;15.09.2025;17.10.2025;2898000;financing;;WBAT0L3PTX8BJHSR8
S000159;L0000887;C004442;D004;V016;A0043;18.06.2025;21.07.2025;4977000;bank_transfer;;WBAG5R0NFWYYZN9U6
S002333;L0012607;C002275;D001;V012;A0014;22.11.2024;23.12.2024;6718000;financing;;WBAVZ48UD75C1Y5MV
S000862;L0004526;C000092;D007;V033;A0071;07.05.2026;28.05.2026;5184000;cash;;WBA79LZSR2V7NZYBV
S001318;L0007108;C005344;D003;V017;A0032;24.08.2026;31.08.2026;3849000;financing;;WBAC1R0AGB5X89VKU
S000332;L0001889;C003070;D006;V034;A0064;15.07.2026;17.08.2026;5697000;cash;;WBA7HY6G20UHP1G4M
S000903;L0004736;C004261;D003;V009;A0033;02.10.2025;24.10.2025;4591000;bank_transfer;;WBAFDSPZF2JYJCCHA
S002006;L0010816;C000156;D010;V001;A0101;09.01.2025;12.02.2025;3187000;financing;740000;WBA5YNW9GL3SPTJ2C
S002643;L0014349;C002287;D004;V018;A0041;10.08.2026;14.08.2026;4623000;bank_transfer;;WBAGKJC9NUJBGN8RV
S000959;L0005066;C003245;D001;V029;A0012;24.12.2024;19.01.2025;3007000;financing;1340000;WBAJJVRK5U4XKYTNR
S000950;L0005020;C002928;D004;V034;A0043;09.07.2025;03.08.2025;5688000;cash;;WBAXX4HN96WXPDXB6
S002081;L0011240;C000938;D003;V025;A0034;31.07.2025;08.09.2025;2865000;financing;;WBAESUMBMEAXLP7EJ
S000445;L0002448;C005217;D005;V026;A0052;22.11.2025;26.12.2025;2761000;cash;;WBAC40B28MCLHCD8X
S002710;L0014793;C003453;D002;V020;A0024;17.04.2026;13.05.2026;6206000;financing;;WBADKDYNT4VSX0DVB
S002384;L0012930;C003394;D007;V012;A0073;01.11.2025;12.11.2025;6753000;bank_transfer;;WBAAPDWHHLLZ9JVV5
S000924;L0004827;C002764;D011;V015;A0114;06.10.2025;14.10.2025;16349000;cash;;WBAEAE6NHW9X2UZHE
S001859;L0009958;C002923;D013;V007;A0134;20.11.2025;23.11.2025;13875000;financing;;WBA76CVN79JDYB39R
S000312;L0001771;C006148;D002;V033;A0023;02.09.2025;04.10.2025;5206000;financing;;WBAXSBSLA6M14ZRTR
S000549;L0002925;C001022;D005;V026;A0054;27.04.2026;01.05.2026;2782000;financing;;WBAC0G46GHAMJG1D7
S002544;L0013763;C001548;D014;V011;A0142;07.08.2025;14.08.2025;6167000;financing;;WBACKLE2ULJDB7LF0
S002197;L0011898;C000296;D006;V035;A0064;08.12.2025;13.12.2025;7607000;financing;;WBAE34F6WLZGP1425
S000307;L0001743;C000069;D004;V012;A0041;06.04.2026;12.04.2026;6625000;financing;;WBABV8UTMZ9BN2GCD
S000288;L0001594;C004004;D001;V005;A0014;06.09.2025;18.10.2025;6769000;financing;;WBADKVZREW0C1HML5
S000695;L0003756;C003895;D004;V011;A0044;02.12.2025;08.01.2026;6209000;financing;;WBABU0ZRE55MHF4LV
S000309;L0001762;C002395;D005;V021;A0052;10.07.2026;23.08.2026;6977000;cash;;WBAGJJBKCZRJ05EJC
S002135;L0011556;C000863;D003;V027;A0032;31.07.2026;09.08.2026;3503000;bank_transfer;;WBA45FNFN9NVMTC99
S002034;L0010951;C005377;D001;V019;A0013;23.05.2026;03.06.2026;4332000;cash;;WBARU8YYMWVFVJDFK
S001072;L0005605;C002554;D010;V029;A0103;23.07.2026;13.08.2026;3111000;cash;1050000;WBAKT978BY5F41EJA
S000909;L0004766;C002484;D006;V027;A0062;11.08.2025;18.08.2025;3424000;cash;;WBALCD0G82MXPLJAL
S001608;L0008767;C000915;D003;V021;A0032;25.12.2025;19.01.2026;7088000;cash;;WBA1CT6R6WS0WEXC7
S002633;L0014303;C002672;D009;V002;A0091;11.06.2026;08.07.2026;3600000;financing;;WBASZEXZ0T6WXB8S8
S001399;L0007582;C002745;D013;V002;A0132;12.03.2025;18.04.2025;3512000;bank_transfer;650000;WBATAH7C9XVTYXJDB
S002452;L0013273;C002451;D003;V018;A0034;19.08.2025;30.08.2025;4418000;financing;;WBAXP0DYLBCVUP5S0
S000971;L0005117;C000352;D002;V025;A0024;14.03.2026;18.04.2026;2841000;cash;;WBAS6XB376SZWHH2X
S000014;L0000052;C000671;D002;V019;A0021;29.08.2026;04.09.2026;4227000;bank_transfer;1470000;WBA900CGL9FXWWTKR
S000874;L0004557;C000219;D002;V023;A0024;06.07.2026;27.07.2026;15057000;cash;;WBA1EJCN47CP37S87
S000809;L0004248;C002254;D010;V024;A0104;18.12.2025;15.01.2026;2574000;financing;;WBA7M4WPC0LPNZ7BZ
S000515;L0002752;C003502;D007;V034;A0074;09.12.2025;15.12.2025;5592000;cash;;WBAY63LT0MP3DYWDY
S002223;L0012030;C002215;D010;V010;A0104;15.11.2025;03.12.2025;4408000;financing;;WBA9AWDLTNEEEXT1L
S000410;L0002292;C000232;D002;V006;A0021;03.11.2025;09.11.2025;7313000;cash;1430000;WBA81ZR6E9KFZ3UXT
S002355;L0012743;C004593;D004;V017;A0044;27.12.2024;25.01.2025;3787000;cash;1360000;WBAU6BKDK1SSB3GAS
S002087;L0011274;C003969;D002;V029;A0022;07.02.2026;16.02.2026;3120000;cash;;WBA13ZWFA274974F2
S001512;L0008179;C005278;D004;V026;A0042;14.02.2025;21.02.2025;2699000;cash;;WBAHLSYGMECFC57XK
S002668;L0014512;C000571;D006;V019;A0061;21.10.2025;07.11.2025;4232000;cash;1400000;WBACBW9D8ERP95Y2W
S002249;L0012162;C001029;D002;V027;A0021;16.05.2025;14.07.2026;3519000;financing;;WBA01CEN4C3XZ0YSG
S000383;L0002145;C003610;D008;V020;A0084;13.06.2026;19.07.2026;6273000;financing;;WBAVD3PRMBLB19E1W
S001351;L0007277;C002318;D004;V024;A0041;30.04.2026;03.06.2026;2525000;financing;;WBA09WE5M7LPT61UH
S001996;L0010775;C004012;D003;V001;A0033;25.10.2024;10.11.2024;3353000;financing;;WBA3HHEDTUMLBRM5C
S002465;L0013331;C000109;D001;V029;A0014;13.07.2026;24.07.2026;3178000;financing;;WBAYC49AHWYTRGXXP
S000553;L0002933;C004683;D004;V002;A0042;03.01.2025;14.02.2025;3807000;bank_transfer;;WBA9L7UXS3X4UGARG
S000223;L0001223;C004551;D003;V008;A0031;06.06.2025;20.07.2025;3867000;financing;;WBAPBX2RZ8359K3GK
S002399;L0013022;C003523;D005;V019;A0053;13.10.2025;28.10.2025;4500000;financing;1530000;WBART9G1YV3WPKU4U
S000009;L0000036;C003125;D003;V016;A0034;29.04.2025;25.05.2025;4802000;financing;1780000;WBAV2PYHEDYK42XBH
S001273;L0006785;C004738;D007;V018;A0074;22.04.2026;13.05.2026;4408000;bank_transfer;2150000;WBA8F5JERVTCVT37C
S000317;L0001795;C003459;D012;V034;A0124;22.04.2025;30.04.2025;5769000;financing;;WBANZHC2SHLNE30SH
S000428;L0002380;C005449;D001;V002;A0013;10.06.2026;03.07.2026;3656000;financing;;WBAKU2K1DG4EHFBSJ
S002577;L0013951;C003114;D004;V004;A0043;02.07.2025;20.07.2025;4907000;financing;1720000;WBA0M91Y5DGS3B0YM
S000106;L0000613;C003538;D007;V026;A0074;06.01.2026;01.02.2026;2845000;cash;1160000;WBA3EWJN3J6BWWABB
S001197;L0006302;C002546;D002;V010;A0022;31.03.2026;15.04.2026;4322000;cash;;WBAZPEE9N621MBA5V
S001906;L0010253;C001823;D004;V021;A0043;09.06.2025;25.06.2025;7042000;cash;;WBA9DGMM3G35TA1W7
S000122;L0000699;C002085;D001;V013;A0013;20.10.2025;23.10.2025;10766000;financing;;WBA8DAZDX9F6Z6W9J
S001910;L0010276;C004134;D007;V024;A0074;09.06.2025;18.06.2025;2578000;financing;;WBAVS3F101VBYVX4R
S002645;L0014358;C005213;D003;V027;A0032;19.02.2025;02.04.2025;3472000;financing;;WBA91AXKF0GM5A2K7
S001624;L0008833;C003131;D013;V010;A0133;12.05.2026;15.05.2026;4231000;financing;;WBADW20BBMZUPYNF9
S001361;L0007346;C003023;D004;V020;A0042;03.10.2024;10.11.2024;6460000;financing;;WBA42DJ8WEMKMV5VX
S000116;L0000671;C004354;D005;V033;A0051;03.07.2026;11.08.2026;5146000;bank_transfer;;WBAEV3EAX3YCG2KPR
S002367;L0012824;C000040;D001;V010;A0014;28.12.2024;15.01.2025;4176000;cash;;WBANWM8NGAJ6KLC01
S001095;L0005728;C000030;D002;V018;A0024;27.04.2026;23.05.2026;4447000;cash;;WBAJZX9M6TEPPBPZ1
S001916;L0010305;C001552;D006;V025;A0064;16.03.2026;26.04.2026;2934000;financing;;WBAC43FEHZCP8SUF3
S002585;L0014002;C000186;D008;V029;A0083;01.04.2026;27.04.2026;3146000;bank_transfer;;WBA4BFRHHK2448J5Y
S002719;L0014860;C000352;D001;V026;A0014;18.01.2025;01.02.2025;2900000;bank_transfer;;WBA47SF7J6F67Z7KR
S001371;L0007404;C000773;D004;V008;A0043;20.07.2025;09.09.2026;3954000;financing;;WBAW8KMJR5VA820DR
S002289;L0012393;C005107;D004;V027;A0041;22.06.2026;21.07.2026;3489000;cash;920000;WBALDJ8USZ4WXH8NF
S000673;L0003615;C005508;D001;V036;A0012;15.12.2025;20.01.2026;13299000;cash;;WBA0FXSXWJNBCGWJ6
S001237;L0006581;C004824;D006;V028;A0061;30.09.2025;03.10.2025;4000000;cash;;WBARHC6RM6341D2A8
S000592;L0003098;C005444;D004;V034;A0044;10.12.2025;13.01.2026;5645000;financing;1220000;WBA1919JFJFL2305Z
S001211;L0006422;C004376;D006;V032;A0061;24.01.2026;06.03.2026;5864000;cash;1010000;WBAT123T5J0NTX02Y
S000889;L0004627;C002975;D008;V010;A0082;18.10.2025;11.11.2025;4243000;bank_transfer;;WBAE9ZZDK6LM5UP1T
S002595;L0014059;C001451;D005;V022;A0052;19.02.2026;08.03.2026;9287000;financing;;WBADJYJJPHU4B5WV0
S002524;L0013655;C001776;D009;V034;A0092;10.03.2025;14.04.2025;5712000;cash;;WBA7WBCHFDTWRD38U
S000214;L0001184;C003677;D006;V009;A0062;08.01.2026;18.02.2026;4900000;cash;;WBA9CD6T1R7PC1SRD
S001718;L0009269;C002688;D013;V012;A0133;24.06.2025;02.07.2025;6838000;financing;;WBAEC3A5YCK4NKB56
S001714;L0009253;C004929;D005;V028;A0053;05.06.2026;03.07.2026;3829000;cash;;WBAEES6HKAJN5KHBD
S000801;L0004205;C000919;D006;V019;A0064;21.12.2024;03.01.2025;4301000;financing;;WBAW9SJ46WN672FXH
S002288;L0012388;C003386;D004;V022;A0041;02.06.2026;05.06.2026;9612000;financing;;WBA6JHVYNFVSWU1EX
S001310;L0007069;C002244;D014;V021;A0141;17.12.2024;11.01.2025;6714000;bank_transfer;;WBA6KB887KAJ79J36
S002104;L0011376;C000352;D004;V003;A0043;21.04.2025;30.05.2025;4279000;financing;;WBAXXTST72A5HYZ7K
S002457;L0013305;C001411;D012;V035;A0122;20.12.2025;31.01.2026;7806000;financing;3200000;WBAKEL37WYCBJKEFW
S002502;L0013523;C004815;D004;V008;A0042;16.03.2026;09.04.2026;4075000;cash;;WBAU9ZMBP5MT1B6EN
S000274;L0001514;C005501;D007;V010;A0072;27.03.2026;30.03.2026;4409000;cash;;WBAUAD4GK3LSEYTTS
S000072;L0000419;C002700;D006;V034;A0064;14.02.2026;25.03.2026;5960000;cash;3040000;WBAK22VELP9LZDA19
S002728;L0014909;C002670;D010;V025;A0104;11.09.2025;13.10.2025;2842000;bank_transfer;1350000;WBAF54N3LY7SK64LV
S001088;L0005672;C004076;D001;V008;A0013;17.04.2026;21.04.2026;4042000;financing;700000;WBA6FV7TW6HL7X9BW
S000395;L0002200;C002361;D014;V011;A0141;05.06.2025;06.07.2025;6386000;bank_transfer;;WBABGDHCPPLAEYF8K
S000584;L0003062;C000355;D014;V009;A0144;10.02.2025;18.02.2025;4690000;bank_transfer;840000;WBAT0LV58BS1W75CN
S002440;L0013200;C004632;D006;V006;A0063;03.08.2026;06.09.2026;7558000;financing;;WBAV4E8GM6CBR3XL6
S001695;L0009185;C000248;D005;V008;A0051;17.05.2025;22.05.2025;4049000;financing;;WBADB036LJZVM544U
S000501;L0002706;C002834;D003;V011;A0033;20.12.2025;18.01.2026;6345000;cash;;WBAD802RYFHADUNH2
S001724;L0009290;C001408;D010;V009;A0104;01.07.2026;13.07.2026;4588000;bank_transfer;;WBALZS43Z2RMT1WR4
S002052;L0011076;C003436;D006;V017;A0064;13.06.2025;27.07.2025;3971000;financing;;WBAZ57KYX7PCU2VAY
S000725;L0003874;C002411;D008;V006;A0084;28.07.2025;24.08.2025;7340000;cash;;WBANM6YW9ARGH43P4
S002530;L0013685;C000876;D001;V038;A0014;17.01.2025;18.02.2025;20951000;cash;4250000;WBA2VEKTU5JMARU5K
S001303;L0006988;C000889;D008;V025;A0081;01.06.2026;08.07.2026;2848000;financing;1340000;WBA71FHLK5PTSNL9Z
S001721;L0009280;C002086;D005;V034;A0051;02.01.2026;25.01.2026;5794000;financing;;WBA3KAYGGEHEAUNLL
S000206;L0001149;C002704;D009;V017;A0092;22.06.2026;12.07.2026;3879000;cash;;WBAZU303CZJ1RLA6D
S000734;L0003911;C002426;D002;V024;A0023;21.08.2026;30.08.2026;2635000;bank_transfer;570000;WBANZZ7JTCH56CKYP
S000527;L0002828;C004859;D010;V010;A0103;26.01.2026;19.02.2026;4550000;cash;;WBA60MK6ZXGYSD75V
S001191;L0006280;C004893;D001;V018;A0014;25.08.2025;04.09.2025;4319000;bank_transfer;870000;WBAJKVGDWWXJCJ8NU
S001954;L0010527;C004777;D007;V020;A0074;20.04.2026;29.04.2026;6117000;cash;;WBA55CXFN2PWPKDUX
S000378;L0002106;C005095;D005;V004;A0051;26.03.2026;14.04.2026;4821000;bank_transfer;;WBAHSK0GUTPF1YX54
S001475;L0007984;C005752;D003;V036;A0033;26.03.2026;26.04.2026;13857000;cash;;WBAULTV9JAZ4KZ2B9
S002474;L0013389;C003401;D003;V026;A0031;28.05.2026;30.06.2026;2845000;financing;1180000;WBAYEDGYR28B0TB1P
S001619;L0008804;C004670;D004;V029;A0042;04.01.2025;17.02.2025;3122000;financing;;WBA0TWX2403FP4E0R
S000387;L0002167;C005866;D003;V027;A0033;16.12.2025;03.01.2026;3574000;financing;730000;WBA8N3ZVC84WD52X4
S000199;L0001104;C000742;D001;V004;A0013;05.11.2024;17.11.2024;4852000;cash;990000;WBAAEW87WN2MCR5T4
S001051;L0005525;C002616;D005;V002;A0051;01.01.2025;12.02.2025;3735000;financing;;WBAM4SEW4WE3LH71F
S000591;L0003095;C005020;D009;V017;A0091;29.06.2026;15.07.2026;3776000;financing;;WBA3L5KLZMLCKLL0T
S000520;L0002795;C001160;D010;V029;A0103;28.03.2026;06.05.2026;3029000;cash;;WBAN10USSL0UBKCXX
S001742;L0009371;C001489;D008;V017;A0083;20.08.2026;30.09.2026;3952000;financing;;WBADWAULMH8JBXPYV
S000430;L0002384;C000048;D009;V018;A0093;21.07.2026;26.08.2026;4390000;financing;;WBAJWV2JARKY63UD3
S001084;L0005649;C002000;D007;V008;A0071;27.10.2025;14.11.2025;4046000;bank_transfer;;WBA5L2D7KADC5T36E
S000208;L0001160;C004989;D001;V003;A0011;15.11.2025;05.12.2025;4240000;cash;;WBAD8URX1T2MKK1F8
S000492;L0002669;C001519;D001;V020;A0011;29.05.2026;04.06.2026;6241000;financing;;WBAV9ZYZ12P5MLG02
S002686;L0014602;C000489;D002;V024;A0022;19.05.2025;25.05.2025;2452000;bank_transfer;;WBALTW70LE8GLM1GG
S000793;L0004176;C004368;D005;V029;A0053;28.08.2026;16.09.2026;3091000;financing;;WBAZX4JVNT3BYHN8U
S001727;L0009296;C004150;D005;V008;A0053;06.01.2026;11.01.2026;4011000;cash;1070000;WBA8J2GU4NW821NG5
S001502;L0008136;C004559;D014;V026;A0144;20.03.2025;24.04.2025;2854000;cash;;WBARJJUUEYTH4UP80
S001160;L0006076;C003701;D001;V018;A0013;23.12.2025;24.01.2026;4700000;bank_transfer;;WBA36YY2A6UWXUT9E
S000084;L0000468;C004712;D006;V019;A0062;26.08.2025;07.09.2025;4470000;cash;1460000;WBANG62TP6PPA9B0W
S002181;L0011836;C002887;D002;V018;A0024;04.07.2025;17.08.2025;4543000;financing;;WBA3YDFHH370958KL
S002055;L0011089;C001759;D010;V001;A0101;25.07.2025;29.07.2025;3288000;cash;1580000;WBAUTBZ00KH6JPM1U
S000021;L0000100;C003386;D004;V029;A0042;01.12.2025;25.12.2025;3063000;bank_transfer;900000;WBAXBTBLB05NUDZXM
S001193;L0006288;C005397;D009;V019;A0092;11.03.2026;12.04.2026;4311000;bank_transfer;;WBAN6J8MU3CBBF9ML
S001340;L0007220;C004979;D003;V009;A0033;27.02.2025;20.03.2025;4495000;financing;;WBA3G9ZWL2GZ3F009
S001658;L0009007;C002945;D010;V025;A0103;20.01.2025;13.02.2025;2828000;bank_transfer;;WBA4JU0X9MAKG1CDV
S002484;L0013428;C000714;D009;V026;A0093;08.07.2026;21.08.2026;2854000;bank_transfer;1290000;WBAWW9GMX4HFTN2U2
S001657;L0009006;C003049;D008;V028;A0081;09.04.2025;20.04.2025;3693000;financing;;WBAC1PEJ3KXNDYJ7B
S000974;L0005130;C003414;D002;V018;A0021;21.05.2025;31.05.2025;4495000;financing;;WBAHVR9W0VAGEJDHF
S000884;L0004604;C001523;D004;V020;A0044;13.12.2025;30.12.2025;6103000;financing;2490000;WBA0N9WCE0SLYMX30
S001099;L0005750;C005658;D010;V011;A0104;12.06.2025;11.07.2025;5917000;bank_transfer;1070000;WBAXM5SMJ3RZ3ZLAM
S001802;L0009624;C004626;D004;V002;A0044;17.01.2025;24.02.2025;3597000;bank_transfer;1380000;WBABPW1JT9PKAV9GC
S002099;L0011338;C003059;D001;V026;A0012;19.11.2025;01.01.2026;2900000;financing;;WBAFB7ZEX8DXUWFBG
S000887;L0004612;C003292;D007;V006;A0074;25.12.2025;21.01.2026;7335000;financing;2830000;WBA0U4BE1S3BLL1P8
S002246;L0012137;C003540;D006;V028;A0064;31.03.2026;11.05.2026;3759000;financing;;WBAKE171VZGMMEGNB
S002286;L0012374;C004957;D001;V019;A0014;15.07.2026;24.07.2026;4500000;cash;1070000;WBA5KMUHHF96W11L2
S001290;L0006932;C004159;D006;V025;A0064;30.10.2025;08.11.2025;3038000;cash;;WBA5MJ0VJ12KLNV82
S001965;L0010612;C002076;D012;V009;A0123;23.10.2024;14.11.2024;4795000;cash;;WBA72RDKJ9WFN6KGR
S001269;L0006764;C002053;D007;V019;A0074;10.01.2026;17.01.2026;4059000;bank_transfer;;WBAYVK87G33H8VWYF
S002444;L0013221;C000213;D003;V017;A0033;31.10.2025;12.11.2025;3877000;cash;;WBA142N18SGVF3F09
S000459;L0002509;C004775;D012;V010;A0121;04.08.2025;20.08.2025;4233000;financing;;WBAPKN4WRK2V5AWRM
S002171;L0011776;C000219;D002;V032;A0021;08.06.2026;26.06.2026;5712000;financing;;WBADHADZT74WL0TAP
S000079;L0000444;C005958;D006;V010;A0062;10.03.2025;26.03.2025;4462000;financing;;WBAZB0FA0NH370CFA
S002688;L0014624;C000533;D003;V013;A0034;16.07.2026;25.07.2026;10355000;cash;;WBAGSU7GLTXCUFE72
S001057;L0005548;C005831;D001;V006;A0011;07.01.2025;05.02.2025;7300000;bank_transfer;;WBAHMY4T20Z4CAWKW
S000907;L0004761;C003037;D006;V028;A0064;05.04.2025;07.05.2025;3759000;financing;1190000;WBAM30VTYX9M1LNK4
S001345;L0007251;C004959;D006;V024;A0061;02.10.2025;07.11.2025;2573000;financing;;WBAATG642X7MV9W6Z
S002038;L0010974;C001494;D010;V010;A0104;20.03.2026;23.03.2026;4443000;financing;;WBA65Z74YM4JS6WRY
S002487;L0013456;C000798;D004;V011;A0042;30.01.2026;08.03.2026;6090000;cash;;WBAUBE11DUXZBFWRJ
S000381;L0002123;C005648;D003;V027;A0031;05.06.2026;14.07.2026;3511000;bank_transfer;1250000;WBAXL667C2BHPA6FE
S001780;L0009515;C003255;D001;V028;A0011;29.12.2025;20.01.2026;3949000;cash;;WBA6Z5XSSTDV9ZFS2
S002257;L0012191;C001085;D001;V004;A0011;25.11.2024;20.12.2024;4739000;cash;2130000;WBAG7BKAKHLJWK9YD
S000716;L0003834;C000831;D005;V010;A0051;18.06.2025;26.06.2025;4426000;cash;;WBATYCWN7WDKHW20F
S001638;L0008891;C005223;D006;V028;A0061;28.07.2026;19.08.2026;3998000;financing;1920000;WBA2Y7W1RCZ8RJZCU
S000687;L0003719;C003368;D005;V001;A0052;15.04.2026;29.04.2026;3330000;cash;;WBARPS7AZ48SSEX0T
S002366;L0012816;C003268;D009;V029;A0092;21.04.2025;29.04.2025;3044000;bank_transfer;;WBAS5P5GGH3BV4020
S000306;L0001737;C003432;D002;V004;A0023;12.01.2026;25.02.2026;4763000;financing;;WBA279TZPGCKNDXKT
S000210;L0001169;C003399;D004;V035;A0044;25.08.2026;30.09.2026;7900000;financing;;WBA63RS0W63E84L9Z
