TEKLIF_NO;LEAD_ID;ARAC_KODU;BAYI_KODU;TEKLIF_TARIHI;LISTE_FIYATI;ISKONTO_ORANI;NET_FIYAT;FINANSMAN;GECERLILIK_TARIHI;TEKLIF_DURUMU
O001747;L0003683;V010;D007;25.08.2026;4600000;4,23;4405000;E;08.09.2026;open
O001748;L0003684;V034;D014;21.11.2024;6100000;3,66;5876000;H;05.12.2024;rejected
O001749;L0003685;V009;D011;15.03.2025;4900000;0,33;4883000;H;29.03.2025;accepted
O001750;L0003686;V024;D014;27.02.2025;2650000;4,63;2527000;E;13.03.2025;rejected
O001751;L0003688;V025;D008;27.06.2025;3050000;5,35;2886000;H;11.07.2025;accepted
O001752;L0003692;V024;D007;01.01.2026;2650000;1,33;2614000;H;15.01.2026;rejected
O001753;L0003694;V027;D009;31.01.2025;3700000;9,23;3358000;E;14.02.2025;rejected
O001754;L0003695;V010;D006;18.09.2025;4600000;5,68;4338000;E;02.10.2025;rejected
O001755;L0003700;V020;D002;29.10.2024;6600000;3,42;6374000;E;12.11.2024;rejected
O001756;L0003701;V008;D004;08.05.2026;4200000;7,56;3882000;E;22.05.2026;rejected
O001757;L0003707;V029;D001;31.01.2025;3300000;3,11;3197000;E;14.02.2025;accepted
O001758;L0003708;V025;D010;13.12.2025;3050000;2,72;2967000;H;27.12.2025;rejected
O001759;L0003710;V016;D001;11.08.2026;5300000;4,98;5036000;E;25.08.2026;accepted
O001760;L0003714;V024;D001;18.06.2026;2650000;4,28;2536000;E;02.07.2026;accepted
O001761;L0003716;V002;D014;30.06.2025;3900000;1,66;3835000;E;14.07.2025;accepted
O001762;L0003718;V010;D004;14.07.2025;4600000;5,61;4341000;H;28.07.2025;rejected
O001763;L0003719;V001;D005;09.04.2026;3450000;3,45;3330000;H;23.04.2026;accepted
O001764;L0003720;V013;D006;03.03.2025;11200000;4,97;10643000;E;17.03.2025;rejected
O001765;L0003722;V011;D006;07.02.2026;6400000;6,39;5990000;H;21.02.2026;rejected
O001766;L0003723;V027;D007;13.09.2025;3700000;3,49;3570000;E;27.09.2025;rejected
O001767;L0003724;V001;D001;18.12.2025;3450000;0,96;3416000;H;01.01.2026;accepted
O001768;L0003725;V021;D006;13.08.2026;7400000;0,0;7400000;H;27.08.2026;expired
O001769;L0003726;V009;D011;11.04.2026;4900000;6,15;4598000;H;25.04.2026;rejected
O001770;L0003730;V028;D003;30.03.2026;4000000;1,13;3954000;H;13.04.2026;rejected
O001771;L0003731;V010;D008;28.07.2025;4600000;6,3;4310000;E;11.08.2025;accepted
O001772;L0003733;V005;D001;18.07.2025;6900000;2,8;6706000;E;01.08.2025;accepted
O001773;L0003736;V024;D014;02.08.2025;2650000;7,83;2442000;H;16.08.2025;rejected
O001774;L0003740;V017;D001;14.08.2025;4100000;5,57;3871000;H;28.08.2025;rejected
O001775;L0003743;V017;D012;28.07.2026;4100000;2,84;3983000;E;11.08.2026;accepted
O001776;L0003744;V011;D009;09.04.2026;6400000;4,73;6097000;H;23.04.2026;rejected
O001777;L0003748;V023;D003;19.03.2026;15900000;4,17;15237000;H;02.04.2026;accepted
O001778;L0003749;V035;D005;14.02.2026;7900000;4,06;7578000;E;28.02.2026;rejected
O001779;L0003750;V035;D003;07.06.2025;7900000;7,28;7324000;H;21.06.2025;rejected
O001780;L0003751;V020;D004;15.04.2026;6600000;6,95;6141000;E;29.04.2026;accepted
O001781;L0003752;V024;D005;09.07.2026;2650000;3,29;2562000;H;23.07.2026;accepted
O001782;L0003755;V017;D013;20.10.2025;4100000;8,31;3759000;E;03.11.2025;rejected
O001783;L0003756;V011;D004;20.11.2025;6400000;2,98;6209000;E;04.12.2025;accepted
O001784;L0003757;V018;D014;23.12.2025;4700000;6,57;4391000;H;06.01.2026;rejected
O001785;L0003759;V025;D014;26.08.2025;3050000;0,0;3050000;H;09.09.2025;rejected
O001786;L0003760;V025;D008;10.03.2025;3050000;3,11;2955000;E;24.03.2025;rejected
O001787;L0003761;V017;D008;24.09.2024;4100000;0,0;4100000;H;08.10.2024;rejected
O001788;L0003762;V024;D009;05.09.2025;2650000;5,01;2517000;H;19.09.2025;rejected
O001789;L0003763;V010;D001;08.05.2025;4600000;2,55;4482000;H;22.05.2025;rejected
O001790;L0003764;V020;D001;28.05.2025;6600000;5,5;6237000;H;11.06.2025;accepted
O001791;L0003765;V021;D007;12.02.2025;7400000;2,55;7211000;E;26.02.2025;rejected
O001792;L0003767;V025;D011;09.04.2025;3050000;3,82;2933000;H;23.04.2025;accepted
O001793;L0003768;V033;D006;16.07.2025;5400000;4,55;5154000;H;30.07.2025;accepted
O001794;L0003769;V004;D002;31.07.2026;5100000;4,58;4866000;H;14.08.2026;accepted
O001795;L0003773;V025;D001;10.10.2025;3050000;9,23;2768000;E;24.10.2025;accepted
O001796;L0003774;V019;D003;05.09.2025;4500000;7,76;4150000;H;19.09.2025;rejected
O001797;L0003775;V017;D003;05.05.2026;4100000;6,7;3825000;E;19.05.2026;accepted
O001798;L0003776;V003;D008;19.01.2026;4650000;5,85;4377000;E;02.02.2026;rejected
O001799;L0003780;V027;D003;28.05.2026;3700000;1,57;3641000;E;11.06.2026;accepted
O001800;L0003785;V020;D002;21.08.2025;6600000;7,48;6106000;H;04.09.2025;accepted
O001801;L0003786;V028;D002;10.09.2025;4000000;4,92;3803000;H;24.09.2025;accepted
O001802;L0003787;V010;D001;01.07.2025;4600000;0,58;4573000;H;15.07.2025;accepted
O001803;L0003791;V027;D003;10.10.2025;3700000;1,29;;E;24.10.2025;rejected
O001804;L0003792;V026;D004;10.03.2026;2900000;6,03;2725000;H;24.03.2026;rejected
O001805;L0003793;V035;D007;07.01.2026;7900000;9,33;7163000;E;21.01.2026;rejected
O001806;L0003794;V008;D007;22.08.2025;4200000;4,43;4014000;H;05.09.2025;rejected
O001807;L0003796;V017;D014;16.05.2026;4100000;5,09;3891000;E;30.05.2026;rejected
O001808;L0003797;V002;D009;08.10.2025;3900000;7,45;3609000;E;22.10.2025;accepted
O001809;L0003800;V027;D006;03.11.2025;3700000;3,28;3578000;E;17.11.2025;accepted
O001810;L0003801;V008;D014;15.05.2025;4200000;1,05;4155000;H;29.05.2025;accepted
O001811;L0003804;V024;D013;29.01.2026;2650000;2,19;2591000;E;12.02.2026;accepted
O001812;L0003807;V029;D011;03.08.2026;3300000;3,5;3184000;H;17.08.2026;rejected
O001813;L0003810;V027;D008;09.10.2024;3700000;6,19;3471000;E;23.10.2024;rejected
O001814;L0003812;V002;D002;25.03.2026;3900000;2,01;3821000;E;08.04.2026;rejected
O001815;L0003817;V019;D007;15.04.2026;4500000;0,0;4500000;E;29.04.2026;accepted
O001816;L0003818;V026;D007;11.03.2026;2900000;2,03;2841000;H;25.03.2026;rejected
O001817;L0003819;V016;D004;16.02.2026;5300000;7,27;4914000;E;02.03.2026;rejected
O001818;L0003820;V034;D007;30.03.2026;6100000;3,8;5868000;H;13.04.2026;accepted
O001819;L0003822;V027;D004;16.06.2026;3700000;5,59;3493000;H;30.06.2026;accepted
O001820;L0003824;V025;D003;11.04.2026;3050000;7,88;2809000;H;25.04.2026;accepted
O001821;L0003825;V032;D009;03.07.2025;6200000;7,17;5755000;E;17.07.2025;rejected
O001822;L0003826;V002;D014;23.02.2026;3900000;0,75;3870000;H;09.03.2026;accepted
O001823;L0003827;V025;D004;04.06.2026;3050000;8,5;2790000;H;18.06.2026;accepted
O001824;L0003829;V032;D014;02.05.2026;6200000;3,68;5971000;E;16.05.2026;rejected
O001825;L0003831;V036;D007;10.08.2026;14200000;8,26;13027000;H;24.08.2026;rejected
O001826;L0003832;V001;D008;03.06.2025;3450000;4,04;3310000;E;17.06.2025;rejected
O001827;L0003834;V010;D005;11.06.2025;4600000;3,78;4426000;H;25.06.2025;accepted
O001828;L0003835;V029;D005;14.01.2026;3300000;0,68;3277000;E;28.01.2026;accepted
O001829;L0003836;V013;D001;27.04.2026;11200000;8,78;10216000;E;11.05.2026;accepted
O001830;L0003838;V008;D001;25.04.2026;4200000;2,41;4098000;H;09.05.2026;rejected
O001831;L0003840;V001;D009;13.07.2026;3450000;6,04;3241000;H;27.07.2026;rejected
O001832;L0003841;V009;D002;25.11.2024;4900000;4,71;4669000;H;09.12.2024;rejected
O001833;L0003844;V024;D008;17.12.2025;2650000;0,15;2646000;H;31.12.2025;rejected
O001834;L0003845;V024;D013;29.06.2026;2650000;6,52;2477000;E;13.07.2026;accepted
O001835;L0003846;V019;D005;03.06.2026;4500000;2,07;4406000;H;17.06.2026;rejected
O001836;L0003847;V018;D004;14.02.2026;4700000;5,71;4431000;H;28.02.2026;accepted
O001837;L0003849;V011;D014;14.09.2024;6400000;3,57;6171000;H;28.09.2024;rejected
O001838;L0003850;V028;D003;19.05.2025;4000000;4,82;3807000;E;02.06.2025;rejected
O001839;L0003851;V030;D007;14.12.2024;11900000;0,0;11900000;E;28.12.2024;rejected
O001840;L0003852;V020;D006;22.08.2025;6600000;6,1;6197000;H;05.09.2025;rejected
O001841;L0003853;V037;D001;05.05.2025;17500000;5,73;16497000;E;19.05.2025;accepted
O001842;L0003855;V023;D013;17.12.2025;15900000;6,44;14875000;E;31.12.2025;rejected
O001843;L0003856;V030;D010;07.07.2025;11900000;3,52;11481000;H;21.07.2025;rejected
O001844;L0003858;V028;D007;10.07.2026;4000000;3,24;3870000;E;24.07.2026;accepted
O001845;L0003859;V031;D004;02.12.2025;10800000;4,79;10282000;E;16.12.2025;accepted
O001846;L0003867;V033;D007;11.02.2026;5400000;7,63;4987000;E;25.02.2026;rejected
O001847;L0003871;V006;D001;06.08.2025;7800000;1,15;7710000;H;20.08.2025;rejected
O001848;L0003872;V020;D010;05.12.2025;6600000;7,44;6109000;H;19.12.2025;accepted
O001849;L0003874;V006;D008;21.07.2025;7800000;5,9;7340000;H;04.08.2025;accepted
O001850;L0003877;V027;D009;19.10.2024;3700000;5,66;3490000;H;02.11.2024;accepted
O001851;L0003878;V021;D008;23.09.2025;7400000;9,04;6730000;H;07.10.2025;rejected
O001852;L0003879;V012;D004;05.06.2026;7100000;5,22;6729000;H;19.06.2026;rejected
O001853;L0003881;V034;D002;29.01.2026;6100000;5,84;5743000;E;12.02.2026;accepted
O001854;L0003882;V028;D008;27.02.2025;4000000;7,29;3708000;H;13.03.2025;rejected
O001855;L0003883;V032;D014;22.01.2026;6200000;8,37;5681000;H;05.02.2026;accepted
O001856;L0003884;V008;D008;01.06.2026;4200000;4,61;4006000;E;15.06.2026;accepted
O001857;L0003886;V026;D003;19.06.2025;2900000;6,44;2713000;E;03.07.2025;accepted
O001858;L0003888;V029;D011;24.12.2025;3300000;2,69;3211000;H;07.01.2026;rejected
O001859;L0003894;V029;D005;09.05.2026;3300000;4,89;3138000;H;23.05.2026;rejected
O001860;L0003896;V004;D002;14.07.2025;5100000;5,19;4835000;E;28.07.2025;accepted
O001861;L0003900;V028;D004;19.06.2026;4000000;4,76;3809000;E;03.07.2026;accepted
O001862;L0003903;V024;D008;25.08.2026;2650000;8,07;2436000;E;08.09.2026;open
O001863;L0003904;V030;D014;13.12.2025;11900000;4,2;11399000;E;27.12.2025;rejected
O001864;L0003907;V031;D005;01.12.2025;10800000;8,35;9898000;E;15.12.2025;rejected
O001865;L0003909;V026;D001;14.04.2026;2900000;2,94;2814000;H;28.04.2026;rejected
O001866;L0003910;V019;D001;02.02.2026;4500000;6,88;4190000;E;16.02.2026;accepted
O001867;L0003911;V024;D002;15.08.2026;2650000;0,55;2635000;H;29.08.2026;accepted
O001868;L0003914;V025;D001;18.05.2026;3050000;7,71;2814000;H;01.06.2026;accepted
O001869;L0003915;V028;D001;11.06.2026;4000000;1,27;3949000;H;25.06.2026;rejected
O001870;L0003916;V026;D002;27.06.2026;2900000;3,44;2800000;E;11.07.2026;accepted
O001871;L0003918;V016;D002;02.02.2026;5300000;5,71;4997000;H;16.02.2026;rejected
O001872;L0003921;V025;D009;02.06.2025;3050000;9,23;2768000;E;16.06.2025;rejected
O001873;L0003924;V026;D003;17.02.2025;2900000;5,77;2732000;E;03.03.2025;accepted
O001874;L0003925;V004;D002;03.02.2026;5100000;3,47;4922000;E;17.02.2026;accepted
O001875;L0003927;V018;D007;17.10.2025;4700000;3,48;4536000;E;31.10.2025;rejected
O001876;L0003930;V020;D004;15.11.2025;6600000;4,93;6274000;H;29.11.2025;rejected
O001877;L0003932;V028;D012;07.12.2024;4000000;4,56;3817000;H;21.12.2024;accepted
O001878;L0003933;V019;D003;08.10.2024;4500000;2,26;4398000;H;22.10.2024;accepted
O001879;L0003934;V016;D008;12.12.2025;5300000;6,31;4965000;H;26.12.2025;accepted
O001880;L0003935;V022;D002;04.05.2026;9800000;8,38;8978000;E;18.05.2026;rejected
O001881;L0003936;V025;D007;03.04.2026;3050000;5,89;2870000;H;17.04.2026;accepted
O001882;L0003940;V020;D002;21.08.2026;6600000;2,72;6420000;H;04.09.2026;accepted
O001883;L0003941;V034;D007;05.03.2026;6100000;5,53;5762000;E;19.03.2026;rejected
O001884;L0003945;V022;D003;24.02.2025;9800000;3,46;9461000;H;10.03.2025;accepted
O001885;L0003948;V003;D014;07.07.2025;4650000;2,48;4534000;H;21.07.2025;rejected
O001886;L0003951;V012;D010;06.07.2026;7100000;6,0;6673000;E;20.07.2026;accepted
O001887;L0003955;V027;D010;03.09.2025;3700000;11,1;3289000;E;17.09.2025;rejected
O001888;L0003957;V002;D003;25.07.2026;3900000;3,59;3759000;H;08.08.2026;rejected
O001889;L0003962;V018;D002;15.10.2024;4700000;2,86;4565000;E;29.10.2024;rejected
O001890;L0003963;V033;D001;17.11.2025;5400000;6,39;5054000;H;01.12.2025;accepted
O001891;L0003964;V027;D002;10.09.2025;3700000;6,2;3470000;H;24.09.2025;rejected
O001892;L0003966;V028;D009;07.01.2026;4000000;2,91;3883000;E;21.01.2026;rejected
O001893;L0003967;V028;D004;05.02.2026;4000000;5,71;3771000;H;19.02.2026;accepted
O001894;L0003968;V008;D013;20.06.2026;4200000;3,71;4044000;H;04.07.2026;accepted
O001895;L0003969;V032;D002;17.08.2026;6200000;5,94;5831000;H;31.08.2026;accepted
O001896;L0003970;V003;D010;23.05.2026;4650000;3,24;4499000;H;06.06.2026;rejected
O001897;L0003971;V003;D005;22.01.2026;4650000;2,5;4533000;E;05.02.2026;accepted
O001898;L0003972;V003;D011;11.06.2025;4650000;7,62;4295000;E;25.06.2025;accepted
O001899;L0003975;V018;D008;10.11.2025;4700000;5,99;4418000;H;24.11.2025;accepted
O001900;L0003977;V035;D003;28.06.2025;7900000;1,75;7761000;H;12.07.2025;accepted
O001901;L0003979;V017;D006;04.07.2026;4100000;4,93;3897000;E;18.07.2026;accepted
O001902;L0003980;V004;D002;21.01.2026;5100000;3,61;4915000;E;04.02.2026;rejected
O001903;L0003986;V020;D011;10.12.2025;6600000;3,49;6369000;H;24.12.2025;rejected
O001904;L0003991;V026;D001;11.05.2026;2900000;9,6;2621000;E;25.05.2026;rejected
O001905;L0003992;V029;D001;13.05.2026;3300000;1,23;3259000;H;27.05.2026;rejected
O001906;L0003994;V001;D004;21.08.2026;3450000;6,76;;H;04.09.2026;rejected
O001907;L0003997;V034;D008;04.04.2025;6100000;1,98;5979000;H;18.04.2025;rejected
O001908;L0003998;V025;D003;17.11.2025;3050000;6,4;2854000;H;01.12.2025;rejected
O001909;L0004000;V004;D002;29.10.2024;5100000;3,34;4929000;H;12.11.2024;rejected
O001910;L0004002;V027;D002;27.01.2026;3700000;9,31;3355000;H;10.02.2026;accepted
O001911;L0004003;V004;D011;17.01.2025;5100000;7,05;4740000;H;31.01.2025;rejected
O001912;L0004004;V020;D002;13.07.2026;6600000;1,57;6496000;H;27.07.2026;rejected
O001913;L0004005;V015;D007;07.01.2026;16800000;6,13;15770000;E;21.01.2026;accepted
O001914;L0004007;V021;D009;12.01.2026;7400000;4,17;7091000;H;26.01.2026;rejected
O001915;L0004010;V015;D007;12.05.2025;16800000;4,66;16016000;E;26.05.2025;accepted
O001916;L0004014;V010;D004;23.11.2024;4600000;2,41;4489000;H;07.12.2024;rejected
O001917;L0004015;V016;D002;29.05.2025;5300000;4,58;5057000;H;12.06.2025;accepted
O001918;L0004018;V008;D003;25.06.2025;4200000;4,98;3990000;H;09.07.2025;accepted
O001919;L0004019;V019;D011;18.07.2026;4500000;4,45;4299000;H;01.08.2026;accepted
O001920;L0004020;V031;D001;11.08.2026;10800000;4,74;10287000;E;25.08.2026;rejected
O001921;L0004021;V009;D011;14.10.2025;4900000;3,28;4739000;H;28.10.2025;rejected
O001922;L0004023;V012;D005;18.04.2026;7100000;0,84;7040000;H;02.05.2026;rejected
O001923;L0004024;V018;D001;05.04.2025;4700000;1,49;4629000;H;19.04.2025;rejected
O001924;L0004025;V018;D001;30.01.2026;4700000;7,76;4335000;H;13.02.2026;accepted
O001925;L0004028;V027;D001;15.04.2026;3700000;3,64;3565000;E;29.04.2026;accepted
O001926;L0004029;V037;D008;08.06.2026;17500000;7,01;16273000;E;22.06.2026;rejected
O001927;L0004030;V035;D002;17.12.2025;7900000;6,16;7413000;E;31.12.2025;rejected
O001928;L0004033;V008;D002;24.03.2026;4200000;3,72;4043000;E;07.04.2026;accepted
O001929;L0004034;V033;D007;09.09.2025;5400000;9,19;4903000;H;23.09.2025;rejected
O001930;L0004035;V022;D002;17.11.2025;9800000;7,23;9091000;H;01.12.2025;accepted
O001931;L0004036;V001;D011;09.02.2026;3450000;2,78;3354000;E;23.02.2026;rejected
O001932;L0004041;V002;D001;22.06.2026;3900000;3,3;3771000;H;06.07.2026;rejected
O001933;L0004042;V020;D003;25.04.2026;6600000;7,19;;E;09.05.2026;accepted
O001934;L0004043;V029;D010;19.06.2025;3300000;4,22;3160000;E;03.07.2025;accepted
O001935;L0004045;V011;D004;26.08.2025;6400000;1,93;6276000;H;09.09.2025;accepted
O001936;L0004046;V034;D009;08.04.2026;6100000;9,94;5493000;H;22.04.2026;accepted
O001937;L0004047;V021;D003;10.06.2026;7400000;9,27;6713000;E;24.06.2026;accepted
O001938;L0004048;V020;D003;18.08.2026;6600000;2,65;6424000;H;01.09.2026;open
O001939;L0004050;V010;D009;25.12.2025;4600000;2,19;4499000;H;08.01.2026;rejected
O001940;L0004054;V019;D005;29.06.2026;4500000;1,54;4430000;H;13.07.2026;accepted
O001941;L0004055;V006;D012;31.05.2025;7800000;6,04;7328000;E;14.06.2025;rejected
O001942;L0004056;V007;D003;23.03.2026;14500000;7,62;13395000;H;06.04.2026;accepted
O001943;L0004059;V010;D003;09.06.2026;4600000;5,97;4325000;H;23.06.2026;accepted
O001944;L0004064;V029;D008;02.02.2026;3300000;7,03;3068000;H;16.02.2026;rejected
O001945;L0004066;V025;D008;01.01.2026;3050000;9,0;2775000;H;15.01.2026;rejected
O001946;L0004067;V010;D007;13.03.2025;4600000;2,6;4480000;E;27.03.2025;accepted
O001947;L0004069;V010;D001;10.11.2025;4600000;5,01;4369000;E;24.11.2025;rejected
O001948;L0004070;V027;D014;15.10.2025;3700000;3,66;3564000;H;29.10.2025;accepted
O001949;L0004073;V025;D002;05.01.2026;3050000;2,08;2986000;E;19.01.2026;rejected
O001950;L0004074;V029;D002;29.07.2026;3300000;5,68;3112000;H;12.08.2026;rejected
O001951;L0004076;V008;D004;02.05.2025;4200000;6,49;3927000;E;16.05.2025;accepted
O001952;L0004078;V034;D007;02.10.2025;6100000;2,55;5944000;H;16.10.2025;rejected
O001953;L0004079;V025;D001;13.06.2026;3050000;1,43;3006000;E;27.06.2026;rejected
O001954;L0004082;V035;D003;27.08.2026;7900000;8,29;7244000;H;10.09.2026;rejected
O001955;L0004085;V012;D006;17.03.2025;7100000;3,76;6832000;H;31.03.2025;rejected
O001956;L0004087;V028;D005;06.02.2025;4000000;5,46;3781000;H;20.02.2025;rejected
O001957;L0004089;V031;D002;01.10.2025;10800000;7,67;9971000;H;15.10.2025;rejected
O001958;L0004090;V026;D006;16.09.2024;2900000;4,95;2756000;H;30.09.2024;rejected
O001959;L0004091;V029;D013;09.06.2025;3300000;5,19;3128000;H;23.06.2025;rejected
O001960;L0004093;V024;D007;13.01.2025;2650000;4,2;2538000;H;27.01.2025;rejected
O001961;L0004094;V036;D008;21.10.2024;14200000;5,66;13395000;E;04.11.2024;rejected
O001962;L0004095;V029;D002;16.04.2026;3300000;3,82;3174000;E;30.04.2026;accepted
O001963;L0004096;V025;D007;18.04.2025;3050000;1,38;3007000;E;02.05.2025;accepted
O001964;L0004098;V008;D004;05.11.2025;4200000;4,02;4031000;H;19.11.2025;accepted
O001965;L0004102;V029;D001;01.05.2026;3300000;4,69;3145000;H;15.05.2026;rejected
O001966;L0004104;V025;D001;17.12.2025;3050000;6,8;2842000;H;31.12.2025;accepted
O001967;L0004107;V033;D004;17.05.2025;5400000;7,78;4979000;H;31.05.2025;rejected
O001968;L0004108;V027;D009;01.10.2025;3700000;7,53;3421000;H;15.10.2025;rejected
O001969;L0004109;V033;D004;18.06.2025;5400000;8,08;4963000;E;02.07.2025;rejected
O001970;L0004110;V032;D001;09.03.2026;6200000;5,51;5858000;E;23.03.2026;accepted
O001971;L0004111;V001;D005;23.04.2025;3450000;4,34;3300000;H;07.05.2025;accepted
O001972;L0004114;V020;D002;11.08.2025;6600000;3,42;6374000;E;25.08.2025;rejected
O001973;L0004116;V027;D003;06.05.2026;3700000;2,46;3608000;H;20.05.2026;rejected
O001974;L0004119;V031;D004;10.02.2026;10800000;1,42;10647000;H;24.02.2026;rejected
O001975;L0004120;V003;D010;10.11.2025;4650000;0,74;4615000;E;24.11.2025;rejected
O001976;L0004121;V015;D002;16.07.2026;16800000;6,71;15672000;H;30.07.2026;accepted
O001977;L0004122;V015;D010;04.03.2026;16800000;2,62;16359000;H;18.03.2026;rejected
O001978;L0004123;V001;D003;20.06.2025;3450000;0,85;3420000;E;04.07.2025;accepted
O001979;L0004124;V029;D010;03.11.2025;3300000;4,56;3149000;H;17.11.2025;accepted
O001980;L0004125;V035;D014;24.10.2025;7900000;5,51;7464000;H;07.11.2025;accepted
O001981;L0004126;V024;D003;27.07.2026;2650000;2,86;2574000;E;10.08.2026;accepted
O001982;L0004131;V020;D011;02.04.2026;6600000;4,55;6299000;H;16.04.2026;rejected
O001983;L0004135;V008;D001;01.05.2026;4200000;5,01;3989000;H;15.05.2026;rejected
O001984;L0004137;V005;D002;13.05.2025;6900000;0,83;6842000;H;27.05.2025;accepted
O001985;L0004140;V011;D006;18.06.2025;6400000;3,47;6178000;H;02.07.2025;accepted
O001986;L0004141;V017;D002;11.03.2025;4100000;5,03;3893000;H;25.03.2025;accepted
O001987;L0004143;V021;D009;09.09.2024;7400000;6,77;6898000;H;23.09.2024;rejected
O001988;L0004145;V004;D009;01.06.2026;5100000;3,48;4922000;E;15.06.2026;rejected
O001989;L0004148;V001;D002;20.05.2025;3450000;2,63;3359000;H;03.06.2025;accepted
O001990;L0004156;V020;D006;16.03.2026;6600000;6,77;6153000;E;30.03.2026;rejected
O001991;L0004162;V029;D001;24.04.2026;3300000;9,88;2973000;E;08.05.2026;rejected
O001992;L0004163;V028;D009;13.03.2026;4000000;8,86;3645000;H;27.03.2026;rejected
O001993;L0004164;V026;D013;07.07.2026;2900000;4,22;2777000;E;21.07.2026;rejected
O001994;L0004165;V033;D004;15.08.2026;5400000;5,06;5126000;E;29.08.2026;open
O001995;L0004172;V021;D001;23.05.2026;7400000;9,23;6716000;E;06.06.2026;rejected
O001996;L0004173;V018;D004;25.10.2025;4700000;2,95;4561000;H;08.11.2025;rejected
O001997;L0004174;V032;D003;12.11.2024;6200000;5,77;5842000;E;26.11.2024;accepted
O001998;L0004175;V028;D007;12.08.2025;4000000;10,16;3593000;H;26.08.2025;accepted
O001999;L0004176;V029;D005;25.08.2026;3300000;6,31;3091000;E;08.09.2026;accepted
O002000;L0004178;V003;D006;29.01.2026;4650000;4,45;4442000;H;12.02.2026;accepted
O002001;L0004181;V033;D004;13.11.2025;5400000;2,57;5261000;E;27.11.2025;rejected
O002002;L0004182;V018;D004;31.12.2025;4700000;2,24;4594000;E;14.01.2026;rejected
O002003;L0004184;V028;D002;10.10.2025;4000000;8,09;3676000;H;24.10.2025;rejected
O002004;L0004185;V024;D010;14.05.2026;2650000;2,63;2580000;H;28.05.2026;accepted
O002005;L0004187;V031;D002;24.06.2026;10800000;8,37;9895000;H;08.07.2026;rejected
O002006;L0004188;V031;D014;14.07.2026;10800000;1,68;10618000;H;28.07.2026;rejected
O002007;L0004191;V018;D007;26.05.2025;4700000;7,14;4364000;E;09.06.2025;accepted
O002008;L0004194;V003;D001;28.04.2025;4650000;2,14;4550000;E;12.05.2025;rejected
